income,loan_amount,dti_ratio,credit_score,employment_years,num_open_accounts,home_ownership,loan_purpose,region_risk_index,age_group,gender,region,default,split
71039,17339,0.32,703,7.4,4,MORTGAGE,major_purchase,0.2735,26-40,F,north,1,train
48643,17915,0.5054,623,4.0,6,OWN,home_improvement,0.9033,26-40,M,west,0,test
46462,19373,0.225,634,10.4,6,RENT,major_purchase,0.3032,18-25,F,north,1,train
68567,33270,0.5874,757,17.2,3,OWN,debt_consolidation,0.8709,41-60,M,west,1,train
39370,4004,0.0853,707,4.3,3,OWN,medical,0.2095,26-40,M,north,0,train
43295,5657,0.07,631,12.2,10,MORTGAGE,home_improvement,0.3697,18-25,F,south,0,validation
59358,20220,0.4446,579,7.7,6,MORTGAGE,medical,0.2734,26-40,M,north,0,train
47932,24822,0.3089,709,4.0,5,RENT,home_improvement,0.3049,26-40,F,north,1,train
50124,9119,0.1809,687,6.2,8,MORTGAGE,major_purchase,0.5293,26-40,F,east,0,validation
68475,19413,0.3894,728,0.9,7,RENT,debt_consolidation,0.3545,26-40,M,south,1,test
39196,17492,0.2844,736,3.0,4,OWN,home_improvement,0.2871,26-40,M,south,0,test
23064,10652,0.5456,615,11.2,11,MORTGAGE,debt_consolidation,0.8072,60+,F,west,1,test
42809,8906,0.1802,667,1.0,3,MORTGAGE,home_improvement,0.4045,60+,M,south,1,train
40152,8619,0.1933,676,3.8,6,RENT,debt_consolidation,0.872,18-25,F,west,1,train
32506,16566,0.457,650,12.9,6,OWN,debt_consolidation,0.3837,41-60,M,south,1,train
129853,80041,0.6158,783,6.2,4,MORTGAGE,debt_consolidation,0.6512,41-60,F,east,1,train
103818,21017,0.2289,661,13.9,6,MORTGAGE,debt_consolidation,0.177,41-60,M,north,0,train
72776,10408,0.1285,747,5.7,5,RENT,debt_consolidation,0.5851,26-40,M,east,0,test
24466,2290,0.0975,729,6.3,5,RENT,debt_consolidation,0.7417,26-40,F,west,0,train
70273,36626,0.6482,657,16.3,11,MORTGAGE,major_purchase,0.1346,60+,M,north,0,test
25975,11658,0.6154,840,7.9,3,MORTGAGE,small_business,0.1726,26-40,M,north,0,train
23413,6551,0.3132,659,3.1,7,RENT,small_business,0.2061,26-40,M,north,1,train
32040,6369,0.2515,653,3.1,11,MORTGAGE,major_purchase,0.5845,18-25,F,east,0,test
47549,21186,0.2397,575,3.5,7,MORTGAGE,home_improvement,0.2664,18-25,F,north,1,train
27201,11439,0.2341,674,2.9,7,MORTGAGE,major_purchase,0.6788,18-25,F,east,0,train
44517,6066,0.0887,670,5.4,4,MORTGAGE,debt_consolidation,0.5164,41-60,M,east,0,validation
48001,5570,0.1069,675,11.8,4,RENT,debt_consolidation,0.2354,26-40,M,north,1,test
49563,15008,0.339,625,5.5,7,RENT,home_improvement,0.1546,41-60,F,north,1,train
33187,3172,0.0793,609,18.8,4,MORTGAGE,major_purchase,0.352,26-40,M,south,0,train
40901,14247,0.4356,782,11.9,4,MORTGAGE,debt_consolidation,0.1919,26-40,F,north,1,validation
25521,6029,0.1656,629,0.7,8,MORTGAGE,home_improvement,0.1076,60+,M,north,0,train
53420,26797,0.6269,684,7.6,2,MORTGAGE,small_business,0.5162,41-60,F,south,0,test
109619,16552,0.1138,582,8.5,4,RENT,small_business,0.1527,41-60,M,north,0,train
38355,13791,0.2374,689,5.8,4,MORTGAGE,medical,0.6137,41-60,F,east,0,train
69916,42460,0.4569,504,5.6,4,MORTGAGE,debt_consolidation,0.8191,41-60,M,west,1,train
48785,21607,0.5282,627,13.9,6,MORTGAGE,small_business,0.4858,26-40,F,east,0,validation
47443,27720,0.5359,819,1.7,7,RENT,major_purchase,0.5823,26-40,M,east,1,train
34689,18067,0.6404,706,6.4,4,RENT,major_purchase,0.8052,18-25,F,west,1,train
40467,20119,0.5766,632,3.0,10,MORTGAGE,major_purchase,0.7583,18-25,M,west,1,validation
42512,14605,0.3398,725,8.0,4,RENT,debt_consolidation,0.6756,60+,F,west,0,train
51018,14920,0.2859,577,6.8,8,MORTGAGE,major_purchase,0.4295,26-40,M,south,0,train
62758,26638,0.4852,675,0.4,5,RENT,home_improvement,0.6067,41-60,F,east,1,test
81646,12054,0.1689,712,5.1,3,RENT,debt_consolidation,0.4928,18-25,M,east,0,validation
58786,26547,0.6136,775,8.5,2,RENT,debt_consolidation,0.3907,18-25,F,south,0,train
41658,17283,0.4775,742,0.8,8,MORTGAGE,medical,0.604,60+,F,east,0,test
47881,12665,0.1391,771,5.9,4,MORTGAGE,home_improvement,0.127,26-40,F,north,0,train
46261,12420,0.2742,704,4.4,6,MORTGAGE,debt_consolidation,0.4055,60+,M,south,1,train
29128,15161,0.2819,626,16.0,5,RENT,debt_consolidation,0.2407,60+,F,north,1,train
96397,39949,0.4658,675,8.7,5,MORTGAGE,major_purchase,0.9022,41-60,F,west,0,train
21922,7274,0.3394,597,3.4,4,MORTGAGE,major_purchase,0.5861,18-25,F,east,0,train
43248,8830,0.1727,765,5.8,4,RENT,debt_consolidation,0.7372,18-25,F,west,1,test
96220,17067,0.1833,615,6.5,5,RENT,debt_consolidation,0.7874,41-60,M,west,0,train
91359,40596,0.4102,749,3.9,6,MORTGAGE,home_improvement,0.8563,26-40,F,west,1,train
37597,12975,0.2262,714,25.8,10,RENT,home_improvement,0.5191,26-40,F,east,1,train
78283,34808,0.3618,630,5.4,11,MORTGAGE,debt_consolidation,0.6486,26-40,F,east,1,validation
79017,53018,0.4588,662,3.9,8,OWN,debt_consolidation,0.2504,26-40,F,north,1,train
33595,11420,0.4571,674,5.5,5,RENT,home_improvement,0.4096,26-40,M,south,1,train
70892,44310,0.6284,564,5.6,3,RENT,home_improvement,0.3286,41-60,M,south,0,train
86581,40589,0.2368,717,1.9,10,MORTGAGE,debt_consolidation,0.671,41-60,F,east,1,train
52332,21719,0.3962,654,7.2,4,MORTGAGE,debt_consolidation,0.4378,26-40,M,south,0,train
88367,46954,0.5954,751,5.1,9,RENT,debt_consolidation,0.4194,41-60,M,south,0,test
68034,37917,0.75,783,12.2,7,MORTGAGE,home_improvement,0.6924,26-40,F,east,1,train
60030,9262,0.1275,691,5.1,4,RENT,medical,0.7401,60+,M,east,0,test
48498,6980,0.1717,716,30.0,4,MORTGAGE,home_improvement,0.5463,60+,M,east,0,test
63506,26203,0.4986,684,3.3,3,RENT,major_purchase,0.4028,26-40,F,south,1,train
23656,12674,0.3746,702,15.4,4,MORTGAGE,medical,0.7211,41-60,M,east,1,train
47732,16504,0.1838,539,8.9,8,OWN,major_purchase,0.7312,60+,F,west,0,train
89017,35889,0.3649,673,3.7,5,OWN,debt_consolidation,0.3946,26-40,F,south,1,validation
45763,10950,0.1339,701,3.6,2,OWN,medical,0.8496,26-40,F,west,0,train
40147,19479,0.653,629,5.7,3,MORTGAGE,debt_consolidation,0.7094,41-60,M,west,1,test
60581,26498,0.2943,753,8.7,6,RENT,debt_consolidation,0.3307,41-60,F,south,0,validation
58000,11557,0.1291,673,6.5,4,RENT,debt_consolidation,0.3754,60+,M,south,0,train
90661,37336,0.2522,547,7.6,9,RENT,debt_consolidation,0.8977,41-60,F,west,1,validation
45397,4510,0.0719,709,4.8,8,RENT,major_purchase,0.0584,26-40,F,north,0,train
56711,4154,0.0944,663,3.6,3,MORTGAGE,debt_consolidation,0.6034,18-25,M,east,0,validation
27177,15337,0.75,715,0.6,6,OWN,medical,0.1325,26-40,M,north,1,train
58513,16166,0.3218,645,6.9,3,RENT,major_purchase,0.5674,41-60,F,east,0,train
37517,7652,0.1981,622,5.2,6,MORTGAGE,debt_consolidation,0.2281,41-60,F,north,1,train
32567,21445,0.4538,574,12.7,8,RENT,debt_consolidation,0.6054,41-60,F,east,1,train
57600,7981,0.0927,669,1.6,3,OWN,home_improvement,0.5572,60+,M,east,0,train
100249,48533,0.471,676,11.2,5,RENT,home_improvement,0.7594,26-40,M,west,1,train
47371,13853,0.3231,684,8.3,6,RENT,debt_consolidation,0.8282,26-40,M,west,0,test
43820,2966,0.0678,740,6.2,5,OWN,major_purchase,0.1243,26-40,M,north,0,train
58387,16668,0.1843,660,8.6,2,RENT,home_improvement,0.9449,26-40,F,west,0,train
86600,47288,0.3901,840,5.7,5,MORTGAGE,home_improvement,0.8071,26-40,M,west,1,train
92101,45606,0.5664,750,7.5,6,OWN,major_purchase,0.6039,18-25,M,east,0,train
73245,38776,0.4846,713,5.7,3,MORTGAGE,major_purchase,0.6548,18-25,F,east,0,train
24559,3415,0.0983,675,6.6,5,OWN,debt_consolidation,0.1094,26-40,M,north,0,test
31348,6843,0.1287,619,6.6,7,RENT,medical,0.4898,41-60,F,south,1,train
76005,31445,0.4051,730,9.4,6,RENT,major_purchase,0.5148,41-60,F,east,0,test
51947,4019,0.085,704,7.7,2,RENT,major_purchase,0.1726,60+,M,north,0,train
28276,3127,0.1489,694,22.2,4,RENT,home_improvement,0.6382,60+,F,east,0,train
41074,11851,0.3443,663,18.7,7,MORTGAGE,home_improvement,0.3977,60+,F,south,1,train
59877,32656,0.6277,654,5.7,3,RENT,debt_consolidation,0.873,26-40,M,west,1,test
142858,47521,0.2583,757,13.2,8,MORTGAGE,home_improvement,0.5504,60+,F,east,0,validation
30529,18799,0.4235,723,11.2,6,MORTGAGE,debt_consolidation,0.5398,26-40,M,south,1,train
26002,13598,0.7078,683,5.4,3,RENT,small_business,0.2563,60+,F,north,1,test
47858,32264,0.3807,708,2.7,5,RENT,home_improvement,0.2423,18-25,M,south,1,train
38658,16681,0.3391,764,9.1,5,MORTGAGE,debt_consolidation,0.398,41-60,M,south,1,train
58392,6886,0.105,711,2.9,5,MORTGAGE,debt_consolidation,0.5159,26-40,M,south,0,train
100324,37794,0.4487,711,4.5,3,RENT,debt_consolidation,0.3487,41-60,M,south,0,validation
59404,27082,0.6278,709,5.5,7,MORTGAGE,major_purchase,0.333,26-40,M,south,1,test
42004,15535,0.189,722,5.6,5,OWN,major_purchase,0.3532,18-25,F,south,0,train
82808,9519,0.1326,777,5.3,5,RENT,small_business,0.4402,18-25,M,south,0,train
55803,35854,0.4017,707,5.7,6,RENT,debt_consolidation,0.7961,26-40,F,west,1,test
81329,19149,0.2041,741,3.6,7,OWN,small_business,0.2565,26-40,M,north,0,train
74700,42731,0.6691,671,4.0,6,RENT,debt_consolidation,0.8224,26-40,M,west,0,test
50317,30622,0.75,721,5.1,6,RENT,home_improvement,0.598,26-40,F,east,1,train
34863,12082,0.3147,682,5.4,7,MORTGAGE,medical,0.6441,18-25,F,east,1,train
34737,11958,0.3331,736,11.9,7,MORTGAGE,major_purchase,0.1485,41-60,M,north,0,validation
52153,4893,0.0619,664,4.7,11,MORTGAGE,small_business,0.3842,41-60,F,south,0,train
63920,38645,0.5086,597,7.0,3,RENT,major_purchase,0.631,60+,F,east,1,train
78393,41587,0.4025,574,2.5,4,MORTGAGE,major_purchase,0.517,41-60,M,south,0,train
56824,37029,0.75,528,3.3,4,MORTGAGE,home_improvement,0.4728,26-40,F,east,1,test
20179,11395,0.6614,706,2.6,4,MORTGAGE,major_purchase,0.1137,41-60,M,north,0,validation
72575,9333,0.1338,707,1.7,1,MORTGAGE,major_purchase,0.5726,26-40,F,east,1,train
46948,25091,0.5461,760,4.5,3,MORTGAGE,debt_consolidation,0.2125,41-60,F,north,1,test
51261,19903,0.3636,676,10.8,5,RENT,small_business,0.8322,26-40,M,west,1,train
44439,16839,0.3771,747,1.4,1,MORTGAGE,major_purchase,0.2879,60+,F,north,0,train
92474,32727,0.3342,713,28.4,6,MORTGAGE,major_purchase,0.2752,60+,F,north,0,validation
33686,10837,0.2797,687,7.5,9,RENT,home_improvement,0.6006,26-40,F,east,1,train
59637,30682,0.5968,636,10.2,5,MORTGAGE,home_improvement,0.8897,18-25,M,west,0,train
56166,10614,0.1418,673,10.7,3,RENT,medical,0.5264,26-40,F,east,0,test
29617,7912,0.3572,676,4.6,8,RENT,home_improvement,0.278,26-40,M,north,1,train
74464,19890,0.3128,600,17.3,5,RENT,debt_consolidation,0.5659,26-40,M,east,0,train
64394,34557,0.3872,601,11.2,3,MORTGAGE,small_business,0.1882,60+,F,north,0,train
61444,38083,0.5552,753,15.5,3,MORTGAGE,major_purchase,0.109,41-60,F,north,0,test
71293,11743,0.2253,713,5.1,6,MORTGAGE,debt_consolidation,0.772,60+,F,west,0,validation
30332,9519,0.1597,670,12.5,7,MORTGAGE,home_improvement,0.3894,26-40,F,south,1,train
76935,47463,0.7122,737,8.2,2,MORTGAGE,major_purchase,0.194,41-60,M,north,0,train
28008,10426,0.2483,786,4.1,10,MORTGAGE,small_business,0.7324,26-40,M,west,0,test
39251,25335,0.75,724,1.1,10,MORTGAGE,debt_consolidation,0.5627,41-60,F,east,1,train
41023,18637,0.4932,698,8.9,4,RENT,home_improvement,0.406,26-40,M,south,1,train
141909,35318,0.1669,731,16.6,4,RENT,debt_consolidation,0.1444,26-40,M,north,0,train
45832,13110,0.1653,718,5.7,5,RENT,small_business,0.4985,41-60,F,south,0,train
58350,21454,0.1897,622,15.6,5,RENT,major_purchase,0.5908,26-40,F,east,1,validation
92494,9624,0.1441,631,11.0,5,MORTGAGE,home_improvement,0.4074,41-60,M,south,0,train
65257,34921,0.3607,641,13.7,6,RENT,major_purchase,0.7742,26-40,M,west,0,test
41771,23538,0.6175,695,7.2,5,RENT,home_improvement,0.4816,26-40,F,east,1,train
92002,42005,0.447,610,11.1,5,RENT,home_improvement,0.3147,26-40,F,south,1,train
63547,10823,0.1505,653,9.0,5,MORTGAGE,debt_consolidation,0.2294,26-40,F,north,0,train
111114,47612,0.4829,682,3.7,6,RENT,home_improvement,0.7188,18-25,F,west,1,validation
44882,18698,0.3536,725,8.2,9,MORTGAGE,major_purchase,0.5026,41-60,M,south,1,validation
74414,6791,0.0821,719,0.6,4,RENT,debt_consolidation,0.8372,18-25,F,west,0,train
100469,59218,0.6748,686,2.5,1,RENT,debt_consolidation,0.3793,26-40,M,south,1,train
35911,22542,0.3705,698,5.4,1,RENT,home_improvement,0.1772,26-40,M,north,1,train
66862,9717,0.1195,710,2.7,4,OWN,home_improvement,0.5611,26-40,F,east,0,train
49205,12160,0.2861,709,9.0,7,RENT,debt_consolidation,0.4195,18-25,F,south,0,train
66636,29691,0.3297,767,11.5,5,RENT,medical,0.4031,18-25,F,south,1,train
39028,21688,0.2803,840,3.1,1,RENT,debt_consolidation,0.1672,26-40,M,north,0,train
33603,20892,0.75,641,8.7,5,RENT,home_improvement,0.1029,60+,F,north,0,validation
26818,10052,0.5047,710,7.0,6,MORTGAGE,medical,0.7968,18-25,F,west,1,train
56463,27751,0.297,732,1.4,4,RENT,debt_consolidation,0.7908,41-60,F,west,0,train
37148,20731,0.7225,708,6.7,7,RENT,major_purchase,0.1174,41-60,F,north,1,train
33338,14972,0.3209,739,3.5,4,OWN,debt_consolidation,0.6352,26-40,M,east,0,train
133878,11321,0.0894,557,4.1,6,RENT,major_purchase,0.7951,41-60,M,west,1,test
62183,26266,0.2436,658,5.0,4,OWN,debt_consolidation,0.448,41-60,M,south,0,train
47243,11116,0.2602,694,9.5,3,RENT,home_improvement,0.1753,26-40,M,north,0,train
67115,20110,0.2441,608,3.7,4,MORTGAGE,home_improvement,0.5342,60+,M,east,1,validation
18831,11255,0.75,694,2.4,5,MORTGAGE,home_improvement,0.2043,60+,M,north,0,validation
35575,13020,0.4761,687,1.4,3,OWN,debt_consolidation,0.8493,60+,F,west,1,validation
25949,4985,0.1213,650,2.4,5,OWN,debt_consolidation,0.8469,41-60,F,west,0,train
77405,49941,0.75,619,4.5,4,MORTGAGE,debt_consolidation,0.3253,26-40,M,south,0,test
37534,13663,0.2934,712,7.2,6,MORTGAGE,debt_consolidation,0.2933,41-60,F,north,1,train
53202,30635,0.3118,706,11.0,5,MORTGAGE,debt_consolidation,0.2889,26-40,F,north,1,validation
34960,20134,0.3236,775,2.0,4,RENT,small_business,0.5565,26-40,F,south,0,validation
47182,17061,0.4426,669,10.8,3,RENT,major_purchase,0.4895,41-60,M,south,1,train
48034,4171,0.0693,787,1.4,6,MORTGAGE,debt_consolidation,0.7084,26-40,M,east,0,test
59063,34223,0.5081,776,8.0,2,OWN,major_purchase,0.2203,26-40,F,north,0,train
86864,8933,0.1089,642,4.7,6,RENT,medical,0.2422,26-40,M,north,1,test
97077,9517,0.0518,616,3.0,4,MORTGAGE,home_improvement,0.6774,18-25,F,east,0,train
58942,28151,0.5627,638,7.6,8,RENT,home_improvement,0.5675,26-40,F,east,0,train
37740,15743,0.5471,710,10.8,5,MORTGAGE,medical,0.0923,41-60,M,north,0,train
34329,5942,0.2389,699,9.7,5,RENT,major_purchase,0.7515,41-60,M,west,0,train
29872,10570,0.2945,675,6.4,6,MORTGAGE,debt_consolidation,0.4487,18-25,M,east,1,validation
45463,20357,0.4125,746,6.7,3,RENT,debt_consolidation,0.4029,18-25,F,south,1,validation
49536,22866,0.5458,643,12.5,3,MORTGAGE,debt_consolidation,0.5586,26-40,M,east,0,train
66454,4682,0.0758,656,9.1,6,RENT,medical,0.3606,26-40,M,south,0,train
63746,10027,0.1681,621,0.7,6,MORTGAGE,home_improvement,0.6291,26-40,F,east,1,train
40648,17376,0.5379,660,1.5,4,MORTGAGE,debt_consolidation,0.3564,18-25,M,south,1,validation
42974,9907,0.1637,698,3.9,2,MORTGAGE,home_improvement,0.5313,41-60,M,south,0,test
39379,4285,0.0805,613,4.7,2,RENT,major_purchase,0.5394,26-40,F,east,0,test
29377,4885,0.1338,634,4.6,7,MORTGAGE,home_improvement,0.5586,26-40,F,east,1,train
78018,30633,0.4545,754,7.7,8,RENT,medical,0.6145,26-40,M,east,0,validation
53095,10011,0.1635,673,3.9,5,MORTGAGE,debt_consolidation,0.1768,41-60,F,north,0,train
31681,2445,0.0441,782,3.0,9,MORTGAGE,debt_consolidation,0.735,18-25,F,west,0,train
58404,23783,0.3451,643,15.2,3,RENT,home_improvement,0.7646,41-60,F,west,1,train
60485,33481,0.325,682,7.4,4,MORTGAGE,small_business,0.6758,26-40,M,east,0,validation
43322,14557,0.4668,624,6.2,5,MORTGAGE,debt_consolidation,0.6926,26-40,F,east,1,test
46387,6559,0.0857,679,10.7,7,MORTGAGE,medical,0.2133,41-60,M,north,0,train
41055,3621,0.1163,724,8.3,7,RENT,home_improvement,0.1123,41-60,M,north,0,test
73295,19629,0.2418,678,4.2,7,OWN,medical,0.6809,26-40,F,west,0,validation
69540,25325,0.1845,726,2.0,6,RENT,medical,0.3912,26-40,M,south,0,train
84242,57012,0.4933,684,2.6,4,RENT,debt_consolidation,0.6078,26-40,F,east,1,train
32492,14891,0.3224,704,9.3,7,MORTGAGE,home_improvement,0.187,60+,M,north,1,test
40089,11515,0.3238,637,8.3,3,MORTGAGE,medical,0.3369,26-40,M,south,1,train
22823,9585,0.5385,603,5.5,4,MORTGAGE,debt_consolidation,0.1486,60+,F,north,0,train
29154,17296,0.75,786,15.3,5,OWN,debt_consolidation,0.379,60+,M,south,1,train
46150,11186,0.1732,623,0.9,4,MORTGAGE,home_improvement,0.3743,26-40,M,south,1,train
28292,16343,0.2909,730,4.0,5,MORTGAGE,debt_consolidation,0.4081,26-40,F,south,1,train
57027,7286,0.1727,773,3.8,11,RENT,medical,0.2241,26-40,M,north,0,train
93843,29814,0.298,750,10.9,5,RENT,debt_consolidation,0.8529,18-25,M,west,0,validation
73322,36314,0.3195,786,4.6,7,OWN,debt_consolidation,0.8243,41-60,M,west,1,train
74328,16065,0.1401,827,4.1,3,RENT,major_purchase,0.7724,26-40,M,west,0,train
48296,6920,0.1666,730,2.9,5,MORTGAGE,debt_consolidation,0.4939,60+,F,south,1,validation
58440,28750,0.5207,622,5.1,6,OWN,major_purchase,0.8476,26-40,F,west,0,validation
33486,6030,0.1642,698,4.3,7,RENT,medical,0.3649,18-25,F,south,1,train
118208,60440,0.4609,685,1.7,6,RENT,debt_consolidation,0.6275,18-25,F,east,0,train
64690,17781,0.2834,666,2.4,4,OWN,home_improvement,0.8858,26-40,M,west,0,train
68678,26883,0.2827,718,5.3,7,MORTGAGE,major_purchase,0.5574,26-40,F,east,0,test
50651,16221,0.3049,621,6.8,4,RENT,debt_consolidation,0.5105,18-25,F,south,0,train
44925,4813,0.1067,732,5.4,5,RENT,debt_consolidation,0.3217,60+,F,south,0,train
92352,10561,0.0742,679,3.4,2,OWN,debt_consolidation,0.7383,41-60,F,west,1,train
48827,26320,0.4235,666,8.3,5,MORTGAGE,major_purchase,0.2485,18-25,M,north,0,train
62063,13115,0.276,728,3.5,6,MORTGAGE,debt_consolidation,0.224,26-40,M,north,0,train
42063,1751,0.0381,624,6.9,5,RENT,debt_consolidation,0.3753,26-40,M,south,0,validation
86150,33672,0.3386,726,15.0,5,MORTGAGE,home_improvement,0.255,26-40,F,north,0,train
47569,16428,0.4746,732,2.3,2,RENT,medical,0.3822,26-40,F,south,0,validation
78850,29006,0.2177,748,2.8,6,RENT,debt_consolidation,0.5826,60+,M,east,0,train
48765,22121,0.4517,667,6.8,9,MORTGAGE,home_improvement,0.1326,26-40,F,north,0,test
37500,13365,0.2644,745,1.1,5,MORTGAGE,small_business,0.2576,26-40,F,north,0,train
97341,11353,0.088,598,7.0,8,RENT,home_improvement,0.2626,26-40,M,north,0,validation
34004,21610,0.3476,622,4.1,6,RENT,debt_consolidation,0.6046,26-40,M,east,1,train
50775,18752,0.4477,714,3.4,8,RENT,major_purchase,0.4197,41-60,M,south,1,test
156619,41027,0.195,649,10.2,2,OWN,debt_consolidation,0.7913,18-25,M,west,1,train
41518,26148,0.7215,710,3.2,3,RENT,debt_consolidation,0.2356,41-60,M,north,0,train
48846,22898,0.2888,602,5.0,5,RENT,small_business,0.6198,18-25,F,east,1,train
46491,18014,0.2889,605,6.9,6,RENT,home_improvement,0.8002,26-40,M,west,1,validation
44570,7714,0.202,682,6.9,6,RENT,debt_consolidation,0.5602,26-40,M,east,0,train
47157,20945,0.3407,653,2.1,8,OWN,debt_consolidation,0.347,41-60,F,south,0,train
90647,9407,0.1256,644,3.9,4,RENT,home_improvement,0.6305,60+,F,east,1,train
54931,31561,0.4234,669,5.5,6,OWN,debt_consolidation,0.7482,18-25,M,west,0,train
54402,29576,0.7232,624,2.3,4,RENT,home_improvement,0.5098,60+,M,east,1,train
77539,31322,0.2643,793,5.9,7,OWN,home_improvement,0.6078,41-60,M,east,0,train
37666,21004,0.528,735,14.6,6,OWN,home_improvement,0.6237,18-25,M,east,1,train
54432,37233,0.3888,646,4.8,3,MORTGAGE,debt_consolidation,0.7818,26-40,M,west,1,train
50385,25001,0.5522,665,10.8,7,OWN,debt_consolidation,0.4977,60+,M,south,1,train
123036,31330,0.2382,674,4.6,6,MORTGAGE,debt_consolidation,0.6025,41-60,M,east,0,train
76030,28009,0.2011,683,2.8,8,RENT,debt_consolidation,0.2882,18-25,M,south,0,train
37004,10041,0.1764,813,2.0,4,RENT,home_improvement,0.4581,60+,F,east,0,train
93712,15800,0.1569,734,23.0,7,RENT,debt_consolidation,0.2116,41-60,M,north,0,train
43056,22797,0.4232,622,6.5,2,MORTGAGE,debt_consolidation,0.1666,26-40,F,north,1,validation
69955,41192,0.7313,613,5.8,2,RENT,home_improvement,0.253,41-60,F,north,1,train
38224,14693,0.2953,653,0.4,4,MORTGAGE,debt_consolidation,0.8442,26-40,F,west,0,train
79796,33134,0.2495,660,1.0,5,RENT,home_improvement,0.2846,26-40,M,north,0,test
53262,25074,0.3368,699,15.4,5,OWN,debt_consolidation,0.8461,26-40,F,west,1,train
64193,23963,0.3235,774,14.1,5,MORTGAGE,debt_consolidation,0.5568,18-25,M,east,0,train
76098,13281,0.1279,735,8.3,2,RENT,debt_consolidation,0.5453,26-40,M,east,0,train
37092,12028,0.2055,840,1.4,2,RENT,small_business,0.4276,41-60,M,south,0,train
95541,47720,0.5049,521,4.5,9,MORTGAGE,home_improvement,0.489,41-60,M,south,1,train
54571,7468,0.1046,711,3.5,3,RENT,debt_consolidation,0.1993,26-40,F,north,0,validation
26771,10320,0.3483,825,4.9,7,RENT,home_improvement,0.1105,18-25,M,north,1,train
55598,29624,0.3003,683,3.9,7,MORTGAGE,home_improvement,0.1882,41-60,F,north,0,train
35403,20877,0.7037,657,6.0,4,OWN,debt_consolidation,0.7149,26-40,F,west,1,train
55159,13860,0.2531,823,10.5,3,OWN,major_purchase,0.3611,41-60,F,south,0,validation
61816,28977,0.4557,691,12.0,6,RENT,home_improvement,0.7066,26-40,M,east,1,train
55006,8169,0.0782,661,12.5,5,MORTGAGE,home_improvement,0.384,26-40,F,south,0,test
74008,28779,0.3494,612,15.0,5,RENT,home_improvement,0.2072,60+,F,north,0,test
27307,4266,0.0979,710,16.0,4,MORTGAGE,debt_consolidation,0.8637,26-40,F,west,1,train
42871,20484,0.5942,811,7.8,3,OWN,debt_consolidation,0.7411,26-40,M,west,1,train
65070,22603,0.3835,663,10.5,7,MORTGAGE,debt_consolidation,0.7347,26-40,F,west,0,validation
52788,30556,0.4356,708,4.6,7,MORTGAGE,debt_consolidation,0.6307,26-40,F,east,1,train
43991,16866,0.3397,713,8.3,3,MORTGAGE,debt_consolidation,0.8403,41-60,F,west,1,validation
81477,26891,0.3936,655,3.5,5,RENT,debt_consolidation,0.3239,26-40,M,south,1,train
54299,25158,0.2963,670,7.2,4,OWN,home_improvement,0.4186,18-25,M,south,0,train
34884,7636,0.1532,739,5.4,6,RENT,major_purchase,0.1281,26-40,F,north,0,train
18687,8549,0.3515,753,3.5,1,OWN,debt_consolidation,0.5839,41-60,M,east,1,train
81202,8985,0.0596,796,14.5,5,RENT,medical,0.3533,60+,M,south,0,train
79755,20778,0.318,734,0.3,5,MORTGAGE,medical,0.5902,41-60,F,east,1,train
32300,16480,0.414,753,3.2,7,MORTGAGE,major_purchase,0.3578,26-40,M,south,1,train
46027,7248,0.1547,606,2.7,5,RENT,debt_consolidation,0.2403,26-40,M,north,0,train
30173,14367,0.2457,650,12.4,6,RENT,home_improvement,0.6253,41-60,M,east,1,train
23352,11395,0.508,682,7.8,3,RENT,debt_consolidation,0.6203,26-40,M,east,1,validation
71597,46099,0.6288,735,8.4,5,MORTGAGE,major_purchase,0.7366,41-60,M,west,1,train
68911,43539,0.634,705,2.6,8,MORTGAGE,major_purchase,0.1697,26-40,M,north,1,train
35245,19089,0.5408,682,17.3,6,OWN,debt_consolidation,0.3829,26-40,M,south,1,validation
42022,16816,0.5313,628,14.5,4,RENT,small_business,0.642,26-40,F,east,0,train
46781,9017,0.2228,610,5.1,5,RENT,debt_consolidation,0.2526,26-40,F,north,0,train
55752,33324,0.7075,682,2.5,3,RENT,home_improvement,0.5958,26-40,M,east,1,test
61194,35395,0.6862,642,8.8,3,MORTGAGE,debt_consolidation,0.6544,60+,F,east,0,test
37342,12227,0.1945,601,2.1,2,RENT,major_purchase,0.7479,26-40,F,west,1,validation
30877,15981,0.3679,690,4.5,2,MORTGAGE,debt_consolidation,0.8251,26-40,M,west,1,train
53712,35130,0.3792,673,6.9,5,MORTGAGE,debt_consolidation,0.7021,18-25,F,east,1,test
59460,26648,0.5638,771,5.3,5,MORTGAGE,major_purchase,0.4176,41-60,M,south,1,train
58242,16254,0.3809,765,2.9,3,RENT,debt_consolidation,0.2209,26-40,M,north,1,train
101738,53642,0.6234,713,16.8,3,MORTGAGE,debt_consolidation,0.6823,26-40,F,east,1,train
31468,13975,0.4224,577,1.7,4,RENT,debt_consolidation,0.7138,41-60,F,west,0,train
32829,9255,0.338,746,6.1,9,RENT,debt_consolidation,0.8403,18-25,M,west,1,train
98606,13416,0.0964,692,22.6,3,RENT,small_business,0.4424,18-25,F,south,0,train
65575,28317,0.6026,713,6.2,5,RENT,medical,0.427,26-40,M,south,0,train
43543,14971,0.2049,840,1.4,4,OWN,debt_consolidation,0.1977,26-40,M,north,0,train
